Record_ID,Voltage,Current,Frequency,Fault_Type,Asset_Type,Asset_ID,Severity,Confidence,Fault_Label
4290,271.58,32.3,50.2,Overload,Transformer,T-104,Critical,90.36,1
4291,257.43,32.68,50.09,Overload,Transformer,T-104,Critical,95.32,1
4292,274.91,39.42,50.17,Overload,Transformer,T-104,Critical,95.78,1
4293,271.62,25.42,49.93,Overload,Transformer,T-104,Critical,89.91,1
4294,230.21,23.76,49.5,Overload,Transformer,T-104,Critical,93.76,1
4295,251.28,26.25,50.26,Overload,Transformer,T-104,Critical,94.66,1
4296,278.76,32.84,49.96,Overload,Transformer,T-104,Critical,90.44,1
4297,241.12,24.26,49.91,Overload,Transformer,T-104,Critical,95.93,1
4298,230.04,23.94,49.69,Overload,Transformer,T-104,Critical,93.74,1
4299,247.62,29.15,49.65,Overload,Transformer,T-104,Critical,91.24,1
4300,235.16,30.66,49.6,Overload,Transformer,T-104,Critical,94.32,1
4301,258.33,34.48,49.92,Overload,Transformer,T-104,Critical,91.05,1
4302,234.91,30.48,50.01,Overload,Transformer,T-104,Critical,91.74,1
4303,267.03,36.65,50.25,Overload,Transformer,T-104,Critical,89.15,1
4304,261.1,21.61,50.19,Overload,Transformer,T-104,Critical,91.05,1
4305,236.62,37.24,50.11,Overload,Transformer,T-104,Critical,90.84,1
4306,231.54,30.75,50.42,Overload,Transformer,T-104,Critical,92.77,1
4307,278.58,22.73,50.07,Overload,Transformer,T-104,Critical,94.39,1
4308,256.28,21.82,50.08,Overload,Transformer,T-104,Critical,92.89,1
4309,266.44,35.22,50.27,Overload,Transformer,T-104,Critical,93.31,1
4310,240.79,28.08,50.28,Overload,Transformer,T-104,Critical,95.63,1
4311,233.95,30.71,49.81,Overload,Transformer,T-104,Critical,89.8,1
4312,255.29,32.12,49.51,Overload,Transformer,T-104,Critical,94.24,1
4313,270.99,39.31,49.68,Overload,Transformer,T-104,Critical,92.76,1
4314,251.33,26.7,50.07,Overload,Transformer,T-104,Critical,94.26,1
4315,231.15,39.39,50.31,Overload,Transformer,T-104,Critical,94.01,1
4316,268.02,27.78,50.25,Overload,Transformer,T-104,Critical,91.09,1
4317,274.94,23.54,49.79,Overload,Transformer,T-104,Critical,92.41,1
4318,245.96,28.48,49.99,Overload,Transformer,T-104,Critical,94.85,1
4319,256.16,27.25,49.75,Overload,Transformer,T-104,Critical,91.27,1
4320,255.79,34.92,49.62,Overload,Transformer,T-104,Critical,89.77,1
4321,248.98,27.21,49.89,Overload,Transformer,T-104,Critical,94.35,1
4322,246.21,30.04,50.12,Overload,Transformer,T-104,Critical,89.86,1
4323,265.93,30.94,49.95,Overload,Transformer,T-104,Critical,94.48,1
4324,242.17,37.66,50.06,Overload,Transformer,T-104,Critical,92.87,1
4325,273.75,36.35,50.1,Overload,Transformer,T-104,Critical,94.03,1
4326,251.67,30.95,49.56,Overload,Transformer,T-104,Critical,88.72,1
4327,271.47,21.19,49.67,Overload,Transformer,T-104,Critical,94.37,1
4328,230.06,25.65,50.08,Overload,Transformer,T-104,Critical,92.76,1
4329,268.86,30.12,50.01,Overload,Transformer,T-104,Critical,93.8,1
4330,254.93,32.17,50.4,Overload,Transformer,T-104,Critical,91.21,1
4331,249.26,20.07,50.11,Overload,Transformer,T-104,Critical,88.24,1
4332,255.21,36.08,50.05,Overload,Transformer,T-104,Critical,90.16,1
4333,269.31,25.39,50.23,Overload,Transformer,T-104,Critical,92.88,1
4334,238.5,38.1,49.7,Overload,Transformer,T-104,Critical,95.92,1
4335,230.37,25.27,49.7,Overload,Transformer,T-104,Critical,88.11,1
4336,266.62,33.87,50.29,Overload,Transformer,T-104,Critical,90.05,1
4337,252.22,33.18,49.94,Overload,Transformer,T-104,Critical,93.58,1
4338,261.7,22.29,50.28,Overload,Transformer,T-104,Critical,93.77,1
4339,262.79,23.1,49.77,Overload,Transformer,T-104,Critical,91.15,1
4340,244.0,24.56,50.31,Overload,Transformer,T-104,Critical,93.11,1
4341,258.27,24.52,50.42,Overload,Transformer,T-104,Critical,89.53,1
4342,269.75,39.33,50.23,Overload,Transformer,T-104,Critical,95.94,1
4343,262.55,24.35,49.7,Overload,Transformer,T-104,Critical,90.6,1
4344,230.36,33.63,49.77,Overload,Transformer,T-104,Critical,94.52,1
4345,247.96,29.6,50.47,Overload,Transformer,T-104,Critical,89.94,1
4346,266.06,35.1,49.72,Overload,Transformer,T-104,Critical,92.01,1
4347,247.51,35.44,50.12,Overload,Transformer,T-104,Critical,91.81,1
4348,268.97,24.7,50.25,Overload,Transformer,T-104,Critical,94.92,1
4349,273.93,35.67,49.91,Overload,Transformer,T-104,Critical,95.85,1
4350,248.98,32.77,49.66,Overload,Transformer,T-104,Critical,95.84,1
4351,265.2,35.07,49.57,Overload,Transformer,T-104,Critical,94.11,1
4352,268.74,33.44,49.79,Overload,Transformer,T-104,Critical,91.92,1
4353,235.52,29.43,49.74,Overload,Transformer,T-104,Critical,90.79,1
4354,238.13,24.6,49.58,Overload,Transformer,T-104,Critical,95.36,1
4355,256.52,27.93,50.04,Overload,Transformer,T-104,Critical,93.03,1
4356,276.09,23.57,49.8,Overload,Transformer,T-104,Critical,95.81,1
4357,248.56,20.45,49.65,Overload,Transformer,T-104,Critical,88.21,1
4358,279.5,25.58,50.42,Overload,Transformer,T-104,Critical,95.97,1
4359,259.99,20.66,49.58,Overload,Transformer,T-104,Critical,91.85,1
4360,250.31,32.12,49.94,Overload,Transformer,T-104,Critical,95.47,1
4361,256.74,33.87,50.4,Overload,Transformer,T-104,Critical,89.17,1
4362,241.49,22.15,49.64,Overload,Transformer,T-104,Critical,92.1,1
4363,246.06,28.46,50.48,Overload,Transformer,T-104,Critical,89.25,1
4364,257.04,21.98,49.82,Overload,Transformer,T-104,Critical,92.22,1
4365,277.33,27.82,49.56,Overload,Transformer,T-104,Critical,91.11,1
4366,237.29,24.6,50.12,Overload,Transformer,T-104,Critical,88.54,1
4367,253.24,32.19,49.92,Overload,Transformer,T-104,Critical,88.15,1
4368,279.28,27.34,50.28,Overload,Transformer,T-104,Critical,90.61,1
4369,253.75,27.77,49.84,Overload,Transformer,T-104,Critical,88.17,1
4370,248.0,37.79,50.19,Overload,Transformer,T-104,Critical,89.16,1
4371,259.56,37.84,50.2,Overload,Transformer,T-104,Critical,89.19,1
4372,273.39,26.03,49.95,Overload,Transformer,T-104,Critical,92.21,1
4373,272.53,38.63,50.43,Overload,Transformer,T-104,Critical,88.06,1
4374,276.09,21.09,49.77,Overload,Transformer,T-104,Critical,92.12,1
4375,254.0,32.09,49.98,Overload,Transformer,T-104,Critical,95.48,1
4376,242.03,25.48,50.42,Overload,Transformer,T-104,Critical,88.61,1
4377,260.48,33.63,50.01,Overload,Transformer,T-104,Critical,93.55,1
4378,238.64,37.05,49.64,Overload,Transformer,T-104,Critical,91.21,1
4379,233.76,30.9,50.17,Overload,Transformer,T-104,Critical,95.53,1
4380,266.97,30.82,50.43,Overload,Transformer,T-104,Critical,91.83,1
4381,258.06,31.92,49.91,Overload,Transformer,T-104,Critical,94.71,1
4382,239.26,31.1,50.22,Overload,Transformer,T-104,Critical,95.23,1
4383,274.2,30.17,50.14,Overload,Transformer,T-104,Critical,91.15,1
4384,253.41,38.13,50.43,Overload,Transformer,T-104,Critical,95.16,1
4385,236.92,37.0,50.45,Overload,Transformer,T-104,Critical,90.89,1
4386,255.93,35.58,50.06,Overload,Transformer,T-104,Critical,95.95,1
4387,252.79,34.28,50.29,Overload,Transformer,T-104,Critical,91.95,1
4388,272.85,30.92,49.91,Overload,Transformer,T-104,Critical,88.86,1
4389,249.67,34.68,50.42,Overload,Transformer,T-104,Critical,90.01,1
4390,247.76,23.08,50.19,Overload,Transformer,T-104,Critical,95.68,1
4391,262.05,32.34,50.05,Overload,Transformer,T-104,Critical,88.71,1
4392,266.48,32.04,50.16,Overload,Transformer,T-104,Critical,95.19,1
4393,269.2,35.62,50.43,Overload,Transformer,T-104,Critical,95.92,1
4394,259.06,22.18,49.96,Overload,Transformer,T-104,Critical,94.3,1
4395,231.39,21.14,49.57,Overload,Transformer,T-104,Critical,93.85,1
4396,255.06,27.38,49.61,Overload,Transformer,T-104,Critical,93.86,1
4397,246.05,25.31,50.15,Overload,Transformer,T-104,Critical,92.47,1
4398,248.12,32.83,49.77,Overload,Transformer,T-104,Critical,94.36,1
4399,241.47,23.18,50.28,Overload,Transformer,T-104,Critical,93.66,1
4400,239.13,22.32,50.34,Overload,Transformer,T-104,Critical,94.21,1
4401,246.36,33.16,49.62,Overload,Transformer,T-104,Critical,92.06,1
4402,230.94,27.83,49.57,Overload,Transformer,T-104,Critical,91.8,1
4403,251.08,28.89,49.55,Overload,Transformer,T-104,Critical,90.89,1
4404,267.82,27.38,50.22,Overload,Transformer,T-104,Critical,90.96,1
4405,251.16,31.28,50.45,Overload,Transformer,T-104,Critical,88.87,1
4406,231.65,32.16,50.45,Overload,Transformer,T-104,Critical,95.92,1
4407,254.21,29.36,50.14,Overload,Transformer,T-104,Critical,92.45,1
4408,261.7,37.48,50.25,Overload,Transformer,T-104,Critical,91.98,1
4409,253.09,32.79,49.96,Overload,Transformer,T-104,Critical,91.66,1
4410,230.82,23.48,49.99,Overload,Transformer,T-104,Critical,94.58,1
4411,243.94,30.45,49.84,Overload,Transformer,T-104,Critical,88.84,1
4412,277.91,37.09,49.58,Overload,Transformer,T-104,Critical,93.76,1
4413,247.38,39.9,49.8,Overload,Transformer,T-104,Critical,89.91,1
4414,258.39,36.7,49.69,Overload,Transformer,T-104,Critical,93.68,1
4415,233.07,38.38,49.58,Overload,Transformer,T-104,Critical,95.31,1
4416,254.54,28.96,50.47,Overload,Transformer,T-104,Critical,95.92,1
4417,262.51,22.54,50.01,Overload,Transformer,T-104,Critical,92.23,1
4418,255.72,31.39,49.52,Overload,Transformer,T-104,Critical,93.69,1
4419,265.62,22.31,50.07,Overload,Transformer,T-104,Critical,92.55,1
4420,264.12,21.71,50.13,Overload,Transformer,T-104,Critical,90.25,1
4421,255.35,35.47,50.21,Overload,Transformer,T-104,Critical,88.95,1
4422,259.56,39.38,49.66,Overload,Transformer,T-104,Critical,94.82,1
4423,265.13,35.48,49.78,Overload,Transformer,T-104,Critical,90.3,1
4424,275.3,27.2,49.56,Overload,Transformer,T-104,Critical,92.8,1
4425,236.24,35.93,50.14,Overload,Transformer,T-104,Critical,95.0,1
4426,269.24,22.24,49.88,Overload,Transformer,T-104,Critical,94.2,1
4427,250.87,39.45,50.24,Overload,Transformer,T-104,Critical,88.12,1
4428,274.0,22.02,49.64,Overload,Transformer,T-104,Critical,93.88,1
4429,273.25,30.73,49.79,Overload,Transformer,T-104,Critical,90.81,1
4430,247.14,26.53,49.74,Overload,Transformer,T-104,Critical,92.87,1
4431,275.02,26.14,49.69,Overload,Transformer,T-104,Critical,94.71,1
4432,267.09,38.62,49.67,Overload,Transformer,T-104,Critical,89.15,1
4433,257.07,32.29,49.98,Overload,Transformer,T-104,Critical,92.79,1
4434,239.02,29.59,50.16,Overload,Transformer,T-104,Critical,91.46,1
4435,263.97,29.02,49.83,Overload,Transformer,T-104,Critical,90.43,1
4436,250.55,20.46,50.17,Overload,Transformer,T-104,Critical,94.76,1
4437,247.73,20.92,50.49,Overload,Transformer,T-104,Critical,90.11,1
4438,236.33,27.4,50.24,Overload,Transformer,T-104,Critical,90.35,1
4439,258.74,28.31,49.62,Overload,Transformer,T-104,Critical,90.64,1
4440,266.24,32.24,49.62,Overload,Transformer,T-104,Critical,89.31,1
4441,262.04,36.27,49.85,Overload,Transformer,T-104,Critical,92.76,1
4442,238.53,26.23,49.52,Overload,Transformer,T-104,Critical,94.15,1
4443,250.05,36.32,50.21,Overload,Transformer,T-104,Critical,94.63,1
4444,244.28,23.7,50.47,Overload,Transformer,T-104,Critical,93.74,1
4445,271.7,20.26,49.85,Overload,Transformer,T-104,Critical,93.94,1
4446,233.9,31.35,49.93,Overload,Transformer,T-104,Critical,88.14,1
4447,241.8,25.7,49.61,Overload,Transformer,T-104,Critical,93.05,1
4448,242.12,25.55,50.4,Overload,Transformer,T-104,Critical,91.74,1
4449,249.61,34.48,50.41,Overload,Transformer,T-104,Critical,88.2,1
4450,252.41,32.22,49.82,Overload,Transformer,T-104,Critical,94.18,1
4451,278.57,38.87,49.77,Overload,Transformer,T-104,Critical,89.81,1
4452,277.87,29.17,49.71,Overload,Transformer,T-104,Critical,93.66,1
4453,244.22,25.34,50.38,Overload,Transformer,T-104,Critical,89.3,1
4454,233.22,25.38,50.11,Overload,Transformer,T-104,Critical,88.98,1
4455,253.58,32.55,50.35,Overload,Transformer,T-104,Critical,89.84,1
4456,270.87,24.7,50.18,Overload,Transformer,T-104,Critical,91.45,1
4457,235.73,34.29,49.72,Overload,Transformer,T-104,Critical,89.41,1
4458,247.92,33.07,49.73,Overload,Transformer,T-104,Critical,89.47,1
4459,230.5,29.43,49.93,Overload,Transformer,T-104,Critical,89.87,1
4460,232.68,28.59,50.29,Overload,Transformer,T-104,Critical,93.72,1
4461,273.04,20.19,50.47,Overload,Transformer,T-104,Critical,90.73,1
4462,279.52,25.05,49.97,Overload,Transformer,T-104,Critical,90.83,1
4463,247.79,36.85,50.25,Overload,Transformer,T-104,Critical,95.94,1
4464,260.68,29.27,49.59,Overload,Transformer,T-104,Critical,95.97,1
4465,257.58,34.01,49.91,Overload,Transformer,T-104,Critical,92.38,1
4466,277.13,23.33,49.79,Overload,Transformer,T-104,Critical,89.22,1
4467,269.61,21.24,49.58,Overload,Transformer,T-104,Critical,90.39,1
4468,255.71,28.13,49.54,Overload,Transformer,T-104,Critical,95.66,1
4469,277.64,25.59,50.23,Overload,Transformer,T-104,Critical,92.63,1
4470,241.87,25.24,49.99,Overload,Transformer,T-104,Critical,91.35,1
4471,244.56,36.15,49.98,Overload,Transformer,T-104,Critical,93.24,1
4472,239.46,30.67,49.82,Overload,Transformer,T-104,Critical,92.21,1
4473,269.04,35.38,49.85,Overload,Transformer,T-104,Critical,93.55,1
4474,277.06,32.51,49.65,Overload,Transformer,T-104,Critical,93.44,1
4475,235.25,37.44,50.02,Overload,Transformer,T-104,Critical,91.08,1
4476,232.85,27.62,50.4,Overload,Transformer,T-104,Critical,88.17,1
4477,253.73,38.62,49.89,Overload,Transformer,T-104,Critical,91.43,1
4478,258.93,29.26,49.67,Overload,Transformer,T-104,Critical,88.15,1
4479,260.49,38.42,49.61,Overload,Transformer,T-104,Critical,89.69,1
4480,248.51,36.17,49.77,Overload,Transformer,T-104,Critical,95.06,1
4481,232.75,38.82,50.06,Overload,Transformer,T-104,Critical,93.27,1
4482,248.38,35.64,49.67,Overload,Transformer,T-104,Critical,88.39,1
4483,249.78,37.07,50.25,Overload,Transformer,T-104,Critical,92.14,1
4484,258.61,22.6,50.34,Overload,Transformer,T-104,Critical,94.3,1
4485,262.82,29.32,50.46,Overload,Transformer,T-104,Critical,95.03,1
4486,262.22,27.44,50.12,Overload,Transformer,T-104,Critical,92.6,1
4487,249.71,26.13,49.91,Overload,Transformer,T-104,Critical,92.59,1
4488,251.41,25.27,50.26,Overload,Transformer,T-104,Critical,92.25,1
4489,233.38,27.37,50.38,Overload,Transformer,T-104,Critical,94.04,1
4490,246.16,38.76,49.58,Overload,Transformer,T-104,Critical,95.69,1
4491,242.29,20.18,49.93,Overload,Transformer,T-104,Critical,90.87,1
4492,256.95,35.94,50.34,Overload,Transformer,T-104,Critical,91.21,1
4493,251.49,22.96,49.55,Overload,Transformer,T-104,Critical,93.13,1
4494,233.22,34.68,50.04,Overload,Transformer,T-104,Critical,89.59,1
4495,256.98,23.66,49.94,Overload,Transformer,T-104,Critical,94.4,1
4496,253.1,22.97,50.22,Overload,Transformer,T-104,Critical,89.49,1
4497,266.93,29.59,49.95,Overload,Transformer,T-104,Critical,94.81,1
4498,265.43,20.66,49.8,Overload,Transformer,T-104,Critical,94.97,1
4499,230.92,30.91,50.23,Overload,Transformer,T-104,Critical,92.97,1
4500,268.03,34.51,50.19,Overload,Transformer,T-104,Critical,94.57,1
4501,262.28,28.05,49.97,Overload,Transformer,T-104,Critical,93.73,1
4502,273.82,25.44,49.84,Overload,Transformer,T-104,Critical,95.45,1
4503,258.93,23.58,50.16,Overload,Transformer,T-104,Critical,95.93,1
4504,271.17,34.91,49.71,Overload,Transformer,T-104,Critical,95.01,1
4505,256.29,37.79,49.83,Overload,Transformer,T-104,Critical,88.5,1
4506,253.8,25.4,50.22,Overload,Transformer,T-104,Critical,95.66,1
4507,264.55,37.74,49.95,Overload,Transformer,T-104,Critical,94.17,1
4508,272.15,34.22,50.01,Overload,Transformer,T-104,Critical,93.01,1
4509,265.03,25.06,50.31,Overload,Transformer,T-104,Critical,95.6,1
4510,253.26,34.02,50.24,Overload,Transformer,T-104,Critical,93.3,1
4511,257.36,37.63,49.95,Overload,Transformer,T-104,Critical,88.49,1
4512,272.23,33.48,50.35,Overload,Transformer,T-104,Critical,89.11,1
4513,231.54,38.69,49.65,Overload,Transformer,T-104,Critical,94.48,1
4514,271.16,34.17,49.63,Overload,Transformer,T-104,Critical,93.34,1
4515,274.45,28.51,49.91,Overload,Transformer,T-104,Critical,91.54,1
4516,234.11,37.84,50.37,Overload,Transformer,T-104,Critical,95.98,1
4517,259.26,35.02,49.7,Overload,Transformer,T-104,Critical,93.34,1
4518,262.49,38.02,50.33,Overload,Transformer,T-104,Critical,95.51,1
4519,273.44,37.37,49.56,Overload,Transformer,T-104,Critical,94.77,1
4520,260.37,27.61,49.56,Overload,Transformer,T-104,Critical,93.42,1
4521,246.41,29.36,50.18,Overload,Transformer,T-104,Critical,95.29,1
4522,271.27,29.01,49.89,Overload,Transformer,T-104,Critical,89.92,1
4523,248.62,22.22,50.47,Overload,Transformer,T-104,Critical,92.59,1
4524,236.39,27.06,50.05,Overload,Transformer,T-104,Critical,92.26,1
4525,231.78,39.02,49.78,Overload,Transformer,T-104,Critical,88.13,1
4526,233.82,31.6,49.64,Overload,Transformer,T-104,Critical,88.33,1
4527,248.98,32.46,49.61,Overload,Transformer,T-104,Critical,90.51,1
4528,250.89,23.19,50.01,Overload,Transformer,T-104,Critical,88.68,1
4529,232.33,30.4,49.75,Overload,Transformer,T-104,Critical,88.76,1
4530,251.2,38.3,50.22,Overload,Transformer,T-104,Critical,94.52,1
4531,273.6,39.45,50.26,Overload,Transformer,T-104,Critical,92.87,1
4532,248.27,23.63,50.19,Overload,Transformer,T-104,Critical,95.96,1
4533,253.37,34.47,50.0,Overload,Transformer,T-104,Critical,91.46,1
4534,250.52,30.09,49.87,Overload,Transformer,T-104,Critical,93.99,1
4535,273.71,37.66,49.73,Overload,Transformer,T-104,Critical,95.17,1
4536,247.08,26.19,50.23,Overload,Transformer,T-104,Critical,90.44,1
4537,232.65,27.47,50.22,Overload,Transformer,T-104,Critical,90.62,1
4538,261.48,33.2,50.23,Overload,Transformer,T-104,Critical,95.18,1
4539,251.63,23.33,49.82,Overload,Transformer,T-104,Critical,91.46,1
4540,265.69,20.26,49.82,Overload,Transformer,T-104,Critical,94.24,1
4541,263.54,34.63,50.31,Overload,Transformer,T-104,Critical,94.27,1
4542,264.11,28.79,50.48,Overload,Transformer,T-104,Critical,92.55,1
4543,240.14,25.86,50.19,Overload,Transformer,T-104,Critical,95.4,1
4544,238.94,21.65,50.38,Overload,Transformer,T-104,Critical,95.32,1
4545,243.82,27.55,50.16,Overload,Transformer,T-104,Critical,90.64,1
4546,273.86,22.15,49.54,Overload,Transformer,T-104,Critical,89.67,1
4547,244.3,22.26,49.57,Overload,Transformer,T-104,Critical,94.04,1
4548,238.21,38.28,49.87,Overload,Transformer,T-104,Critical,93.36,1
4549,241.27,24.81,50.07,Overload,Transformer,T-104,Critical,92.49,1
4550,268.44,35.16,50.17,Overload,Transformer,T-104,Critical,91.59,1
4551,274.53,32.45,50.49,Overload,Transformer,T-104,Critical,94.55,1
4552,232.22,26.41,50.07,Overload,Transformer,T-104,Critical,93.77,1
4553,257.52,35.72,49.78,Overload,Transformer,T-104,Critical,89.47,1
4554,232.7,31.47,50.19,Overload,Transformer,T-104,Critical,90.61,1
4555,260.68,21.04,49.6,Overload,Transformer,T-104,Critical,93.61,1
4556,248.4,33.43,50.33,Overload,Transformer,T-104,Critical,94.82,1
4557,238.61,29.73,50.23,Overload,Transformer,T-104,Critical,94.19,1
4558,269.23,24.56,49.69,Overload,Transformer,T-104,Critical,92.72,1
4559,267.05,26.38,49.6,Overload,Transformer,T-104,Critical,93.73,1
4560,244.98,23.33,49.65,Overload,Transformer,T-104,Critical,90.52,1
4561,259.63,27.17,49.52,Overload,Transformer,T-104,Critical,88.78,1
4562,244.53,33.19,49.6,Overload,Transformer,T-104,Critical,92.49,1
4563,235.99,24.23,49.67,Overload,Transformer,T-104,Critical,88.54,1
4564,263.57,29.27,50.33,Overload,Transformer,T-104,Critical,88.79,1
4565,237.24,26.13,50.27,Overload,Transformer,T-104,Critical,90.45,1
4566,250.42,26.03,49.58,Overload,Transformer,T-104,Critical,95.52,1
4567,257.43,35.76,50.16,Overload,Transformer,T-104,Critical,92.11,1
4568,234.48,32.85,49.66,Overload,Transformer,T-104,Critical,91.32,1
4569,261.46,35.64,50.19,Overload,Transformer,T-104,Critical,93.37,1
4570,237.45,26.92,49.54,Overload,Transformer,T-104,Critical,93.76,1
4571,277.63,25.28,49.59,Overload,Transformer,T-104,Critical,91.8,1
4572,272.83,31.04,49.55,Overload,Transformer,T-104,Critical,95.79,1
4573,271.43,22.63,50.42,Overload,Transformer,T-104,Critical,91.61,1
4574,248.59,29.22,50.33,Overload,Transformer,T-104,Critical,93.28,1
4575,232.96,39.15,49.65,Overload,Transformer,T-104,Critical,93.96,1
4576,261.81,23.75,49.67,Overload,Transformer,T-104,Critical,94.96,1
4577,250.98,33.09,50.0,Overload,Transformer,T-104,Critical,93.82,1
4578,253.96,25.75,49.86,Overload,Transformer,T-104,Critical,94.87,1
4579,253.4,24.27,50.43,Overload,Transformer,T-104,Critical,94.37,1
4580,232.78,39.98,50.19,Overload,Transformer,T-104,Critical,89.28,1
4581,241.86,33.85,50.28,Overload,Transformer,T-104,Critical,89.91,1
4582,242.85,26.14,50.1,Overload,Transformer,T-104,Critical,89.37,1
4583,235.21,33.58,50.28,Overload,Transformer,T-104,Critical,92.01,1
4584,248.19,28.64,49.89,Overload,Transformer,T-104,Critical,95.68,1
4585,268.4,24.16,49.88,Overload,Transformer,T-104,Critical,92.35,1
4586,260.65,29.36,50.31,Overload,Transformer,T-104,Critical,94.14,1
4587,255.26,37.09,50.25,Overload,Transformer,T-104,Critical,94.23,1
4588,277.82,25.33,49.77,Overload,Transformer,T-104,Critical,95.11,1
4589,268.61,38.53,49.56,Overload,Transformer,T-104,Critical,93.02,1
4590,237.23,30.08,49.66,Overload,Transformer,T-104,Critical,89.02,1
4591,230.61,32.6,49.86,Overload,Transformer,T-104,Critical,88.84,1
4592,246.14,23.38,50.44,Overload,Transformer,T-104,Critical,90.56,1
4593,246.7,36.8,50.15,Overload,Transformer,T-104,Critical,93.68,1
4594,261.8,38.92,49.71,Overload,Transformer,T-104,Critical,95.91,1
4595,271.55,31.78,50.16,Overload,Transformer,T-104,Critical,93.19,1
4596,232.92,24.36,50.46,Overload,Transformer,T-104,Critical,92.27,1
4597,248.92,35.24,50.02,Overload,Transformer,T-104,Critical,88.11,1
4598,266.81,34.64,49.67,Overload,Transformer,T-104,Critical,95.65,1
4599,241.2,29.15,49.61,Overload,Transformer,T-104,Critical,92.83,1
4600,248.77,27.06,50.33,Overload,Transformer,T-104,Critical,88.08,1
4601,269.9,31.43,50.49,Overload,Transformer,T-104,Critical,92.72,1
4602,232.77,21.01,50.38,Overload,Transformer,T-104,Critical,94.73,1
4603,247.29,32.36,49.99,Overload,Transformer,T-104,Critical,95.74,1
4604,277.5,39.68,50.37,Overload,Transformer,T-104,Critical,95.28,1
4605,240.86,36.62,50.21,Overload,Transformer,T-104,Critical,95.7,1
4606,258.56,21.7,50.1,Overload,Transformer,T-104,Critical,93.49,1
4607,241.02,27.88,50.1,Overload,Transformer,T-104,Critical,90.99,1
4608,248.75,22.66,50.44,Overload,Transformer,T-104,Critical,94.0,1
4609,230.06,35.31,50.24,Overload,Transformer,T-104,Critical,88.08,1
4610,248.48,32.13,49.95,Overload,Transformer,T-104,Critical,94.22,1
4611,251.27,23.08,50.48,Overload,Transformer,T-104,Critical,89.94,1
4612,265.88,22.86,49.83,Overload,Transformer,T-104,Critical,91.54,1
4613,239.61,29.0,49.66,Overload,Transformer,T-104,Critical,92.47,1
4614,263.19,21.25,50.37,Overload,Transformer,T-104,Critical,89.48,1
4615,241.27,33.23,49.97,Overload,Transformer,T-104,Critical,92.0,1
4616,236.41,36.11,50.12,Overload,Transformer,T-104,Critical,89.08,1
4617,248.7,36.21,50.07,Overload,Transformer,T-104,Critical,88.87,1
4618,248.64,24.85,50.02,Overload,Transformer,T-104,Critical,94.75,1
4619,251.81,28.67,50.41,Overload,Transformer,T-104,Critical,92.61,1
4620,258.31,25.24,50.11,Overload,Transformer,T-104,Critical,92.61,1
4621,249.84,39.81,50.38,Overload,Transformer,T-104,Critical,94.0,1
4622,256.87,29.24,49.68,Overload,Transformer,T-104,Critical,90.45,1
4623,268.7,29.07,50.38,Overload,Transformer,T-104,Critical,89.18,1
4624,255.42,32.94,50.02,Overload,Transformer,T-104,Critical,95.11,1
4625,279.48,22.32,49.63,Overload,Transformer,T-104,Critical,89.04,1
4626,264.06,27.45,50.23,Overload,Transformer,T-104,Critical,91.24,1
4627,261.38,35.4,50.05,Overload,Transformer,T-104,Critical,92.32,1
4628,234.41,28.22,50.05,Overload,Transformer,T-104,Critical,91.7,1
4629,275.04,38.13,50.32,Overload,Transformer,T-104,Critical,91.0,1
4630,265.86,27.91,49.73,Overload,Transformer,T-104,Critical,90.74,1
4631,233.55,26.64,49.96,Overload,Transformer,T-104,Critical,95.64,1
4632,245.67,38.05,49.73,Overload,Transformer,T-104,Critical,89.53,1
4633,255.95,33.45,49.54,Overload,Transformer,T-104,Critical,89.77,1
4634,252.78,26.62,50.21,Overload,Transformer,T-104,Critical,92.09,1
4635,238.02,37.89,49.79,Overload,Transformer,T-104,Critical,93.85,1
4636,269.0,39.26,50.0,Overload,Transformer,T-104,Critical,92.93,1
4637,246.74,33.56,49.96,Overload,Transformer,T-104,Critical,91.5,1
4638,272.77,21.0,50.38,Overload,Transformer,T-104,Critical,94.82,1
4639,255.32,29.8,49.86,Overload,Transformer,T-104,Critical,95.95,1
4640,235.56,31.8,50.18,Overload,Transformer,T-104,Critical,95.47,1
4641,269.01,32.88,49.62,Overload,Transformer,T-104,Critical,90.99,1
4642,236.94,37.62,50.25,Overload,Transformer,T-104,Critical,94.06,1
4643,262.61,30.14,49.65,Overload,Transformer,T-104,Critical,90.64,1
4644,236.85,34.5,49.66,Overload,Transformer,T-104,Critical,93.62,1
4645,264.61,29.19,49.64,Overload,Transformer,T-104,Critical,90.52,1
4646,246.0,34.01,49.61,Overload,Transformer,T-104,Critical,94.63,1
4647,268.05,23.73,50.22,Overload,Transformer,T-104,Critical,93.35,1
4648,267.41,23.78,49.66,Overload,Transformer,T-104,Critical,89.89,1
4649,248.29,35.87,50.24,Overload,Transformer,T-104,Critical,95.4,1
4650,232.93,20.23,50.2,Overload,Transformer,T-104,Critical,90.23,1
4651,246.7,30.94,49.6,Overload,Transformer,T-104,Critical,93.14,1
4652,246.26,32.65,50.33,Overload,Transformer,T-104,Critical,89.37,1
4653,276.54,30.61,50.42,Overload,Transformer,T-104,Critical,89.66,1
4654,260.23,28.08,50.27,Overload,Transformer,T-104,Critical,92.85,1
4655,254.73,38.26,49.88,Overload,Transformer,T-104,Critical,89.76,1
